title,keywords,group,link,pdf
Certified Policy Verification and Synthesis for MDPs under Distributional Reach-Avoidance Properties,,,,https://www.ijcai.org/proceedings/2024/0001.pdf
"Truth Table Net- Scalable, Compact & Verifiable Neural Networks with a Dual Convolutional Small Boolean Circuit Networks Form",,,,https://www.ijcai.org/proceedings/2024/0002.pdf
AutoAgents- A Framework for Automatic Agent Generation,,,,https://www.ijcai.org/proceedings/2024/0003.pdf
PTDE- Personalized Training with Distilled Execution for Multi-Agent Reinforcement Learning,,,,https://www.ijcai.org/proceedings/2024/0004.pdf
Learning Translations- Emergent Communication Pretraining for Cooperative Language Acquisition,,,,https://www.ijcai.org/proceedings/2024/0005.pdf
Improving Multi-agent Reinforcement Learning with Stable Prefix Policy,,,,https://www.ijcai.org/proceedings/2024/0006.pdf
Scalable Mechanism Design for Multi-Agent Path Finding,,,,https://www.ijcai.org/proceedings/2024/0007.pdf
Endogenous Energy Reactive Modules Games- Modelling Side Payments among Resource-Bounded Agents,,,,https://www.ijcai.org/proceedings/2024/0008.pdf
Parameterized Complexity of Kidney Exchange Revisited,,,,https://www.ijcai.org/proceedings/2024/0009.pdf
CompetEvo- Towards Morphological Evolution from Competition,,,,https://www.ijcai.org/proceedings/2024/0010.pdf
X-Light- Cross-City Traffic Signal Control Using Transformer on Transformer as Meta Multi-Agent Reinforcement Learner,,,,https://www.ijcai.org/proceedings/2024/0011.pdf
Formal Verification of Parameterised Neural-symbolic Multi-agent Systems,,,,https://www.ijcai.org/proceedings/2024/0012.pdf
"To Promote Full Cooperation in Social Dilemmas, Agents Need to Unlearn Loyalty",,,,https://www.ijcai.org/proceedings/2024/0013.pdf
STAR- Spatio-Temporal State Compression for Multi-Agent Tasks with Rich Observations,,,,https://www.ijcai.org/proceedings/2024/0014.pdf
MuEP- A Multimodal Benchmark for Embodied Planning with Foundation Models,,,,https://www.ijcai.org/proceedings/2024/0015.pdf
Self-adaptive PSRO- Towards an Automatic Population-based Game Solver,,,,https://www.ijcai.org/proceedings/2024/0016.pdf
A Meta-Game Evaluation Framework for Deep Multiagent Reinforcement Learning,,,,https://www.ijcai.org/proceedings/2024/0017.pdf
Fraud Risk Mitigation in Real-Time Payments- A Strategic Agent-Based Analysis,,,,https://www.ijcai.org/proceedings/2024/0018.pdf
Diversifying Training Pool Predictability for Zero-shot Coordination- A Theory of Mind Approach,,,,https://www.ijcai.org/proceedings/2024/0019.pdf
Individual Fairness under Group Fairness Constraints in Bipartite Matching - One Framework to Approximate Them All,,,,https://www.ijcai.org/proceedings/2024/0020.pdf
Safety Constrained Multi-Agent Reinforcement Learning for Active Voltage Control,,,,https://www.ijcai.org/proceedings/2024/0021.pdf
Enhancing Cooperation through Selective Interaction and Long-term Experiences in Multi-Agent Reinforcement Learning,,,,https://www.ijcai.org/proceedings/2024/0022.pdf
Langshaw- Declarative Interaction Protocols Based on Sayso and Conflict,,,,https://www.ijcai.org/proceedings/2024/0023.pdf
Fostering Collective Action in Complex Societies Using Community-Based Agents,,,,https://www.ijcai.org/proceedings/2024/0024.pdf
Learning Fair Cooperation in Mixed-Motive Games with Indirect Reciprocity,,,,https://www.ijcai.org/proceedings/2024/0025.pdf
Cooperation and Control in Delegation Games,,,,https://www.ijcai.org/proceedings/2024/0026.pdf
Faster Optimal Coalition Structure Generation via Offline Coalition Selection and Graph-Based Search,,,,https://www.ijcai.org/proceedings/2024/0027.pdf
MGCBS- An Optimal and Efficient Algorithm for Solving Multi-Goal Multi-Agent Path Finding Problem,,,,https://www.ijcai.org/proceedings/2024/0028.pdf
Design a Win-Win Strategy That Is Fair to Both Service Providers and Tasks When Rejection Is Not an Option,,,,https://www.ijcai.org/proceedings/2024/0029.pdf
Reinforcement Nash Equilibrium Solver,,,,https://www.ijcai.org/proceedings/2024/0030.pdf
A Successful Strategy for Multichannel Iterated Prisoner’s Dilemma,,,,https://www.ijcai.org/proceedings/2024/0031.pdf
Population-Based Diverse Exploration for Sparse-Reward Multi-Agent Tasks,,,,https://www.ijcai.org/proceedings/2024/0032.pdf
Intention Progression with Temporally Extended Goals,,,,https://www.ijcai.org/proceedings/2024/0033.pdf
ADMN- Agent-Driven Modular Network for Dynamic Parameter Sharing in Cooperative Multi-Agent Reinforcement Learning,,,,https://www.ijcai.org/proceedings/2024/0034.pdf
Guidance Graph Optimization for Lifelong Multi-Agent Path Finding,,,,https://www.ijcai.org/proceedings/2024/0035.pdf
Towards a Pretrained Model for Restless Bandits via Multi-arm Generalization,,,,https://www.ijcai.org/proceedings/2024/0036.pdf
Pluggable Watermarking of Deepfake Models for Deepfake Detection,,,,https://www.ijcai.org/proceedings/2024/0037.pdf
Discriminative Feature Decoupling Enhancement for Speech Forgery Detection,,,,https://www.ijcai.org/proceedings/2024/0038.pdf
BadFusion- 2D-Oriented Backdoor Attacks against 3D Object Detection,,,,https://www.ijcai.org/proceedings/2024/0039.pdf
Machine Unlearning via Null Space Calibration,,,,https://www.ijcai.org/proceedings/2024/0040.pdf
Are Logistic Models Really Interpretable-,,,,https://www.ijcai.org/proceedings/2024/0041.pdf
The Impact of Features Used by Algorithms on Perceptions of Fairness,,,,https://www.ijcai.org/proceedings/2024/0042.pdf
Detecting and Understanding Vulnerabilities in Language Models via Mechanistic Interpretability,,,,https://www.ijcai.org/proceedings/2024/0043.pdf
Online Combinatorial Optimization with Group Fairness Constraints,,,,https://www.ijcai.org/proceedings/2024/0044.pdf
Updates on the Complexity of SHAP Scores,,,,https://www.ijcai.org/proceedings/2024/0045.pdf
Speech-Forensics- Towards Comprehensive Synthetic Speech Dataset Establishment and Analysis,,,,https://www.ijcai.org/proceedings/2024/0046.pdf
SwiftThief- Enhancing Query Efficiency of Model Stealing by Contrastive Learning,,,,https://www.ijcai.org/proceedings/2024/0047.pdf
Protecting Object Detection Models from Model Extraction Attack via Feature Space Coverage,,,,https://www.ijcai.org/proceedings/2024/0048.pdf
Formalisation and Evaluation of Properties for Consequentialist Machine Ethics,,,,https://www.ijcai.org/proceedings/2024/0049.pdf
FairGT- A Fairness-aware Graph Transformer,,,,https://www.ijcai.org/proceedings/2024/0050.pdf
EAB-FL- Exacerbating Algorithmic Bias through Model Poisoning Attacks in Federated Learning,,,,https://www.ijcai.org/proceedings/2024/0051.pdf
Relevant Irrelevance- Generating Alterfactual Explanations for Image Classifiers,,,,https://www.ijcai.org/proceedings/2024/0052.pdf
Normative Testimony and Belief Functions- A Formal Theory of Norm Learning,,,,https://www.ijcai.org/proceedings/2024/0053.pdf
By Fair Means or Foul- Quantifying Collusion in a Market Simulation with Deep Reinforcement Learning,,,,https://www.ijcai.org/proceedings/2024/0054.pdf
Ten Words Only Still Help- Improving Black-Box AI-Generated Text Detection via Proxy-Guided Efficient Re-Sampling,,,,https://www.ijcai.org/proceedings/2024/0055.pdf
A Self-explaining Neural Architecture for Generalizable Concept Learning,,,,https://www.ijcai.org/proceedings/2024/0056.pdf
When Fairness Meets Privacy- Exploring Privacy Threats in Fair Binary Classifiers via Membership Inference Attacks,,,,https://www.ijcai.org/proceedings/2024/0057.pdf
On the Effects of Fairness to Adversarial Vulnerability,,,,https://www.ijcai.org/proceedings/2024/0058.pdf
Attribution Quality Metrics with Magnitude Alignment,,,,https://www.ijcai.org/proceedings/2024/0059.pdf
CMACE- CMAES-based Counterfactual Explanations for Black-box Models,,,,https://www.ijcai.org/proceedings/2024/0060.pdf
BADFSS- Backdoor Attacks on Federated Self-Supervised Learning,,,,https://www.ijcai.org/proceedings/2024/0061.pdf
PRASS- Probabilistic Risk-averse Robust Learning with Stochastic Search,,,,https://www.ijcai.org/proceedings/2024/0062.pdf
A General Black-box Adversarial Attack on Graph-based Fake News Detectors,,,,https://www.ijcai.org/proceedings/2024/0063.pdf
Bring Metric Functions into Diffusion Models,,,,https://www.ijcai.org/proceedings/2024/0064.pdf
Attention Shifting to Pursue Optimal Representation for Adapting Multi-granularity Tasks,,,,https://www.ijcai.org/proceedings/2024/0065.pdf
SGDCL- Semantic-Guided Dynamic Correlation Learning for Explainable Autonomous Driving,,,,https://www.ijcai.org/proceedings/2024/0066.pdf
MLP-DINO- Category Modeling and Query Graphing with Deep MLP for Object Detection,,,,https://www.ijcai.org/proceedings/2024/0067.pdf
CoAtFormer- Vision Transformer with Composite Attention,,,,https://www.ijcai.org/proceedings/2024/0068.pdf
Enhancing Cross-Modal Retrieval via Visual-Textual Prompt Hashing,,,,https://www.ijcai.org/proceedings/2024/0069.pdf
Evolutionary Generalized Zero-Shot Learning,,,,https://www.ijcai.org/proceedings/2024/0070.pdf
Cross-Domain Few-Shot Semantic Segmentation via Doubly Matching Transformation,,,,https://www.ijcai.org/proceedings/2024/0071.pdf
Bridging LiDAR Gaps- A Multi-LiDARs Domain Adaptation Dataset for 3D Semantic Segmentation,,,,https://www.ijcai.org/proceedings/2024/0072.pdf
A Transformer-Based Adaptive Prototype Matching Network for Few-Shot Semantic Segmentation,,,,https://www.ijcai.org/proceedings/2024/0073.pdf
D3ETR- Decoder Distillation for Detection Transformer,,,,https://www.ijcai.org/proceedings/2024/0074.pdf
EVE- Efficient Zero-Shot Text-Based Video Editing With Depth Map Guidance and Temporal Consistency Constraints,,,,https://www.ijcai.org/proceedings/2024/0075.pdf
MetaISP- Efficient RAW-to-sRGB Mappings with Merely 1M Parameters,,,,https://www.ijcai.org/proceedings/2024/0076.pdf
Denoising Diffusion-Augmented Hybrid Video Anomaly Detection via Reconstructing Noised Frames,,,,https://www.ijcai.org/proceedings/2024/0077.pdf
Imperio- Language-Guided Backdoor Attacks for Arbitrary Model Control,,,,https://www.ijcai.org/proceedings/2024/0078.pdf
Fast One-Stage Unsupervised Domain Adaptive Person Search,,,,https://www.ijcai.org/proceedings/2024/0079.pdf
Hybrid Frequency Modulation Network for Image Restoration,,,,https://www.ijcai.org/proceedings/2024/0080.pdf
FreqFormer- Frequency-aware Transformer for Lightweight Image Super-resolution,,,,https://www.ijcai.org/proceedings/2024/0081.pdf
Bridging Generative and Discriminative Models for Unified Visual Perception with Diffusion Priors,,,,https://www.ijcai.org/proceedings/2024/0082.pdf
Unified Physical-Digital Face Attack Detection,,,,https://www.ijcai.org/proceedings/2024/0083.pdf
CF-Deformable DETR- An End-to-End Alignment-Free Model for Weakly Aligned Visible-Infrared Object Detection,,,,https://www.ijcai.org/proceedings/2024/0084.pdf
Self-Supervised Pre-training with Symmetric Superimposition Modeling for Scene Text Recognition,,,,https://www.ijcai.org/proceedings/2024/0085.pdf
A Dataset and Model for Realistic License Plate Deblurring,,,,https://www.ijcai.org/proceedings/2024/0086.pdf
Cross-Scale Domain Adaptation with Comprehensive Information for Pansharpening,,,,https://www.ijcai.org/proceedings/2024/0087.pdf
Enhancing Cross-modal Completion and Alignment for Unsupervised Incomplete Text-to-Image Person Retrieval,,,,https://www.ijcai.org/proceedings/2024/0088.pdf
TSESNet- Temporal-Spatial Enhanced Breast Tumor Segmentation in DCE-MRI Using Feature Perception and Separability,,,,https://www.ijcai.org/proceedings/2024/0089.pdf
UniM-OV3D- Uni-Modality Open-Vocabulary 3D Scene Understanding with Fine-Grained Feature Representation,,,,https://www.ijcai.org/proceedings/2024/0090.pdf
A Lightweight U-like Network Utilizing Neural Memory Ordinary Differential Equations for Slimming the Decoder,,,,https://www.ijcai.org/proceedings/2024/0091.pdf
CMMU- A Benchmark for Chinese Multi-modal Multi-type Question Understanding and Reasoning,,,,https://www.ijcai.org/proceedings/2024/0092.pdf
Why Only Text- Empowering Vision-and-Language Navigation with Multi-modal Prompts,,,,https://www.ijcai.org/proceedings/2024/0093.pdf
Improving Adversarial Robustness via Feature Pattern Consistency Constraint,,,,https://www.ijcai.org/proceedings/2024/0094.pdf
Hundred-Kilobyte Lookup Tables for Efficient Single-Image Super-Resolution,,,,https://www.ijcai.org/proceedings/2024/0095.pdf
Long Short-Term Dynamic Prototype Alignment Learning for Video Anomaly Detection,,,,https://www.ijcai.org/proceedings/2024/0096.pdf
Eliminating the Cross-Domain Misalignment in Text-guided Image Inpainting,,,,https://www.ijcai.org/proceedings/2024/0097.pdf
Rethinking Correlation Learning via Label Prior for Open Set Domain Adaptation,,,,https://www.ijcai.org/proceedings/2024/0098.pdf
PPTFormer- Pseudo Multi-Perspective Transformer for UAV Segmentation,,,,https://www.ijcai.org/proceedings/2024/0099.pdf
Dual Enhancement in ODI Super-Resolution- Adapting Convolution and Upsampling to Projection Distortion,,,,https://www.ijcai.org/proceedings/2024/0100.pdf
Revealing the Two Sides of Data Augmentation- An Asymmetric Distillation-based Win-Win Solution for Open-Set Recognition,,,,https://www.ijcai.org/proceedings/2024/0101.pdf
M2Beats- When Motion Meets Beats in Short-form Videos,,,,https://www.ijcai.org/proceedings/2024/0102.pdf
LeMeViT- Efficient Vision Transformer with Learnable Meta Tokens for Remote Sensing Image Interpretation,,,,https://www.ijcai.org/proceedings/2024/0103.pdf
Scene-Adaptive Person Search via Bilateral Modulations,,,,https://www.ijcai.org/proceedings/2024/0104.pdf
TFLOP- Table Structure Recognition Framework with Layout Pointer Mechanism,,,,https://www.ijcai.org/proceedings/2024/0105.pdf
IntensPure- Attack Intensity-aware Secondary Domain Adaptive Diffusion for Adversarial Purification,,,,https://www.ijcai.org/proceedings/2024/0106.pdf
Bridging Stereo Geometry and BEV Representation with Reliable Mutual Interaction for Semantic Scene Completion,,,,https://www.ijcai.org/proceedings/2024/0107.pdf
A Coarse-to-Fine Fusion Network for Event-Based Image Deblurring,,,,https://www.ijcai.org/proceedings/2024/0108.pdf
Invertible Residual Rescaling Models,,,,https://www.ijcai.org/proceedings/2024/0109.pdf
Boundary-aware Decoupled Flow Networks for Realistic Extreme Rescaling,,,,https://www.ijcai.org/proceedings/2024/0110.pdf
Probabilistic Contrastive Learning for Domain Adaptation,,,,https://www.ijcai.org/proceedings/2024/0111.pdf
OTOcc- Optimal Transport for Occupancy Prediction,,,,https://www.ijcai.org/proceedings/2024/0112.pdf
DenseKoopman- A Plug-and-Play Framework for Dense Pedestrian Trajectory Prediction,,,,https://www.ijcai.org/proceedings/2024/0113.pdf
